,Place,Event,Time,Date,Subject
317,[],[],"['10 a.m. to 9 p.m.', '10 a.m. to 6 p.m.']","['Monday', 'Saturday', 'Sunday']",['Johnson Creek']
318,[],[],"['10 a.m.-9 p.m.', '10 a.m.-6 p.m.']","['most days', 'Monday through', 'Saturday', 'Sunday']",[]
319,['the year'],[],"['regular hours', '10 a.m. to 9 p.m.', 'these hours']","['the year', 'Monday', 'Sunday 10 a.m. to 6 p.m.']",[]
320,[],[],"['hours', '10am to 9pm']","['Monday', 'Saturday', 'Sunday 10am to 6pm']",[]
321,[],[],"['10 a.m.-9 p.m.', '10 a.m.-7 p.m.']","['Monday', 'Sundays']",[]
322,[],['special events'],"['10 a.m. to 9 p.m.', 'the hours']","['Monday', 'Sunday 11 a.m. to 6 p.m.', 'Memorial Day']",[]
323,[],[],"['10 a.m.-6 p.m.', '10 a.m.-8 p.m.', '1 p.m.-6 p.m.']","['January and February', 'Monday', 'Thursday', 'Friday', 'Saturday', 'Sundays']",['Burlington Outlet Village']
324,[],[],"['winter hours', '10 a.m.-8 p.m.', '1 p.m.-6 p.m.']","['Monday through Saturday', 'Sundays']",[]
325,"['May 1st', 'December 25th']",['which'],"['10 a.m.-8 p.m.', '11 a.m.-6 p.m.']","['May 1st to December 25th', 'Monday through Saturday', 'Sundays']",[]
326,['10am-9pm'],[],[],"['Monday', 'Saturday', 'Sunday', '10am-7pm']",[]
327,['specific stores'],['that'],"['Normal hours', '10 a.m.-9 p.m.', '10 a.m.-8 p.m.', 'current operating hours']","['the holidays are Monday through', 'Sunday']",[]
328,[],[],"['10am to 9pm and', '10am to 7pm']","['Monday', 'Saturday', 'Sunday']",[]
329,['Easter'],['Thanksgiving Day'],"['Normal hours', '10 a.m. to 9 p.m.', 'noon', '6 p.m.']","['Monday', 'Sunday 10 a.m. to 7 p.m. Each year', 'Christmas Day']",[]
330,"['Monday', 'your recommendations']",['I'],[],['Monday'],[]
331,[],[],"['normal business hours', 'eight a.m.', 'five p.m. Central time']","['Monday', 'Friday']",['Diamond']
332,[],[],"['6 a.m. to 6 p.m.', '8 a.m. to 5 p.m.']","['Monday', 'Friday', 'the weekend']",[]
333,"['the projects', 'your ""old house"" projects']","['I', 'I', 'you']",[],['every Monday'],[]
334,[],['All four shades'],['morning'],['Monday'],[]
335,"['phone', 'Friday', '7 a.m.']",[],"['7 a.m.', '3 p.m. EST']","['Monday', 'Friday']",[]
336,"['Denver', 'Colorado Springs', 'blackout dates']","['they', 'season']",['night'],"['season', 'Monday']",['WiFi']
337,['the Echo Mountain'],[],['night'],['Monday'],[]
338,"['Us', 'Friday', '9 am']",['Wrap With Us'],['9 am to 5 pm EST'],"['Monday', 'Friday']",[]
339,[],[],[],"['Monday', 'Friday', 'half-days', 'Saturday']",[]
340,[],[],[],"['daily', 'Monday', 'Friday', 'four to six weeks']",[]
341,[],['the Monday Night Football theme singer'],[],"['Monday', 'up to a year']",[]
342,[],['Dancing'],[],"['Last season', 'Monday nights']",[]
343,['8 p.m.'],['the 90-minute performance show'],"['90-minute', '8 p.m.']","['This year', 'Monday']",[]
344,"['Alba', 'Beverly Hills', 'a Beverly Hills courthouse']","['Jessica Alba', 'she', ""Alba's publicist"", 'the couple']",[],"['Monday', 'May 20']",[]
345,['Monday afternoon'],"[""Treanor's reps""]",['Monday afternoon'],[],[]
346,['their songs'],[],[],['Monday Monday'],[]
347,"['your friends', 'your Monday morning lecture']","['The memories', 'you', 'you']",['morning'],['Monday'],[]
348,"['the ship', '6 p.m.', '8 a.m.']","['the late afternoon passengers', 'the cruise', 'the ship']","['late afternoon', '6 p.m.', '8 a.m.', 'morning']","['Sunday', 'a fun day', 'Monday']",[]
349,"['San Diego', 'Monday', 'San Diego', '8 am']",['the ship'],['8 am'],['Monday'],[]
350,"['the floor', 'it', 'Monday morning']","['I', 'it', 'I']",['Monday morning'],[],[]
351,"['coffee', 'Monday morning', 'my horror']","['We', 'I']",['morning'],['Monday'],[]
352,[],['you'],['morning'],"['this time of year', 'Monday']",[]
353,"['Midwest', 'instance']",['the Midwest retailer Meijer'],[],[],[]
354,"['a daily basis', 'the grocery store', 'a mundane Monday morning']","['who', 'you']",['morning'],"['daily', 'Monday']",[]
355,"['your home', 'school', 'Friday']","['you', 'your character', 'you']",[],['Monday to Friday'],[]
356,['a Monday Night Football broadcast'],[],[],['Monday'],[]
357,['the Virtual Console'],[],[],"['Approximately every seven days', 'Monday']",[]
358,"['a Monday', 'the following Monday']",['I'],[],"['10-day', 'Monday', 'Monday']",[]
359,[],['This'],[],['Monday'],[]
360,[],"['we', 'I', 'rumor', 'we']",[],['Monday'],[]
361,[],['The one-two punch'],['evening'],['Monday'],[]
362,"['Eastern Standard Time (EST', 'Friday', '9 am', '8 pm']",[],"['9 am', '8 pm']","['Monday', 'Friday']",[]
363,['shape'],[],['night'],['Monday'],[]
364,['the first copy'],['You'],['8 a.m. to 5 p.m.'],"['Monday', 'Friday']",[]
365,"['the last Monday', 'May', 'Decoration Day', 'the Civil War']","['Decoration Day', 'the Civil War', 'who']",[],"['the last Monday', 'May, Memorial Day']",[]
366,['the last Monday'],"['the National Holiday Act', 'the U.S. Congress']",[],"['1971', 'Memorial Day', 'the last Monday of the fifth month']",[]
367,[],[],['8am to 5pm Monday through'],['Friday'],[]
368,['those busy Monday mornings'],[],['mornings'],['Monday'],[]
369,[],"['the unemployment week', 'you']",[],"['the unemployment week', 'Sunday or Monday']",[]
370,"['phone', 'Friday']","['you', 'you']",['8am and 6pm'],"['Monday', 'Friday']",[]
371,['Tuesday'],['An interest rate'],[],"['Monday', 'Tuesday']",[]
372,[],[],"['9 am - 6 pm', 'hours']","['Monday', 'Friday']",[]
373,['Friday'],"['This', 'you']",[],"['Monday', 'Friday']",[]
374,['Friday'],['Interest.com'],[],"['Monday', 'Friday']",[]
375,"['10 AM', 'Friday']",[],['between 10 AM and 6 PM'],"['Monday', 'Friday']",[]
376,"['a Monday evening', 'Wednesday morning']","['you', 'you']","['evening', 'Wednesday morning']",['Monday'],[]
377,"['Maxfield', 'Monday']",['Maxfield'],[],"['Monday to Friday', 'seven nights per week']",[]
378,['Friday'],['The Marin Humane Society'],['8 a.m. to 5 p.m.'],"['Monday', 'Friday']",[]
379,['new free photos'],[],[],['Monday'],[]
380,"['Friday', '8 a.m.']",['consumers'],['8 a.m.'],"['Monday', 'Friday']",[]
381,"[""the company's customer service line"", 'Friday']",['You'],['8 am to 5 pm EST'],['Monday through Friday'],[]
382,[],[],[],"['Monday', 'Friday', 'Saturday', 'Sunday']",[]
383,[],[],[],"['Monday', 'Friday']",[]
384,[],[],[],"['9 to 5, Monday through', 'Saturday', 'Sunday 1 to 5']",[]
385,"['Jones Park', 'Monday', 'May']",[],[],"['This year', 'Monday May 1, 2010']",[]
386,"['your time', 'such a crucial time']","['your wife', 'she', 'she', 'you']",[],['Monday'],[]
387,"['Monday', 'Thursday']",['the family'],[],"['Monday', 'Thursday']",[]
388,"['Canada', 'US']",[],['8 am - 6 pm'],"['Monday', 'Friday']",[]
389,['the first Monday'],['Labor Day'],[],"['Labor Day', 'the first Monday of September']",[]
390,['gain'],['This museum'],[],"['Monday', 'every day']",[]
391,"['a year', 'the 13th']","['Black Monday', 'that']",[],"['Black Monday, October 19th, 1987', 'a year', 'three Fridays', 'the 13th']",[]
392,"['the 1970s', 'the fourth Monday']",['Veterans Day'],[],"['the 1970s', 'the fourth Monday of October']",[]
393,"['stir-fried chicken', 'Tuesday', 'Monday']",[],[],"['Monday', 'Tuesday', 'Monday']",[]
394,"['example', 'your crockpot', 'Monday', 'Tuesday']",['chili'],[],"['Monday', 'Tuesday']",[]
395,"['work', 'Friday', 'a variety']",['who'],[],"['Monday', 'Friday']",[]
396,"['Monday', 'Friday', ""the next week's list""]",['Spoilers'],[],"['Monday', 'Friday', ""the next week's"", 'the weekend']",[]
397,"['Monday', 'Friday']","['Fans', 'they']",[],"['Monday', 'Friday']",[]
398,"['the E Entertainment site', 'her']","['Kristin', 'fans']",[],['Monday'],['Kristin']
399,"['her blog', 'completion']",[],[],"['late Monday', 'early Tuesday']",[]
400,[],['they'],[],['every Monday'],[]
401,[],[],['24 hours'],"['Friday', 'Monday']",[]
402,[],[],['24 hours'],"['Friday', 'Monday']",[]
403,['Friday'],[],[],"['no later than 6 p.m. EST', 'Monday', 'Friday']",[]
404,"['mini-cliff hangers', 'tune', 'the next day', 'a larger cliffhanger', 'Monday']","['A daytime drama', 'you', 'what']",[],"['all week', 'the next day', 'Friday', 'Monday']",[]
405,"['east coast', 'a fourth season']",[],['nights'],"['a fourth season', '2011', 'Monday']",['Gossip Girl']
406,['the office'],[],['morning'],['Monday'],[]
407,"['the month', 'Monday', 'Friday afternoons']",[],['afternoons'],"['the month of June', 'ages five', 'Monday']",[]
408,"['21 days', 'Saturday', 'seven hours']",[],['seven hours'],"['21 days', 'Monday to Saturday']",[]
409,"['Friday', 'several weekends']",[],['200-hour'],"['Monday to Friday', 'eight months', 'several weekends']",[]
410,"['5 a.m.', 'Friday', '7 a.m.']",[],"['hours', '5 a.m. to 9 p.m.', '7 a.m. to 7 p.m.']",['Friday'],[]
411,"['child A', 'Monday']","['you', 'this task']",[],"['Monday', 'Tuesday']",[]
412,"['1-800-993-8625 Monday', 'Friday', '8 a.m.']","['you', 'you']",['8 a.m. to 8 p.m. Eastern time'],['Friday'],[]
413,['Monday'],['you'],[],['Monday'],[]
414,['Monday mornings'],[],['mornings'],['Monday'],[]
415,['breakfast'],[],['morning'],['Monday'],[]
416,"['breakfast', 'a visual aid']",[],['Monday morning'],[],[]
417,"['the fact', 'a Monday']","['This', 'many national holidays']",[],"['Monday', 'Friday', 'the middle of the week', 'a long weekend']",[]
418,"['example', 'a Tuesday', 'themselves']","['a holiday', 'many people']",[],"['Tuesday', 'Monday', 'four day weekend']",[]
419,"['Eastern Time', '877-ASK-FDIC Monday', 'Friday', '8 a.m.']",[],['8 a.m. and 8 p.m.'],['Monday to Friday'],[]
420,['Friday'],"['Some women', 'others']",[],"['Monday', 'Friday']",[]
421,[],[],"['11 a.m. to 7 p.m.', '6 p.m.']","['Saturday', 'Sunday']",[]
422,[],[],[],"['Monday', 'Friday']",[]
423,['Friday'],[],[],"['Monday', 'Friday']",[]
424,[],[],[],['Monday'],['Bizarre Love Triangle']
425,"['the summer season', 'the event']",['The students'],['night'],"['Monday', 'the summer season', 'Saturdays']",[]
426,['addition'],['the store'],[],['every Monday'],[]
427,['New Wave'],[],[],['Monday'],[]
428,['America'],"['The series', 'ABC']",['night'],['Monday'],[]
429,"['the Stars', 'Tuesdays', '9 p.m.']",[],"['8 p.m.', '7 p.m.', '9 p.m.', '8 p.m.']","['Monday', 'Tuesdays']",[]
430,['Monday nights'],['You'],[],['Monday nights'],[]
431,"['a sexually suggestive skit', 'the start']",['that'],['night'],['Monday'],"['Owens', 'Nicollette Sheridan']"
432,[],[],[],"['Monday', 'Friday', 'weekends']",[]
433,['Smallville'],['The WB'],[],['every Monday'],[]
434,"['the weekend', 'Monday']",['He'],[],"['the weekend', 'Monday']",[]
435,['peer-reviewed issues'],[],[],['Monday'],[]
436,['town'],"['you', 'I']",[],['Monday'],[]
437,"['Boston', 'the office']","['Julie', 'she']",['morning'],['Monday'],"['Julie', 'Howie']"
438,[],[],['morning'],['Monday'],['Howie']
439,"['Massachusetts', 'early morning']","['I', 'he']","['afternoon', 'early morning']","['Monday', 'Sunday']",['Howie']
440,"['Deidre', 'Hell']","['He', 'Deidre']",['Monday night'],[],[]
441,['his ears'],[],['Monday morning'],[],"['Dean', ""Annie Quincy's""]"
442,[],['Fred'],['Monday night'],[],"['Fred', 'Jeffrey Byrne', 'Chip Burgess']"
443,"['Scranton', 'the time', 'the kitchen', 'the early bus', 'Scranton']","['Dean', 'Fred']",['morning'],['Monday'],"['Dean', 'Fred']"
444,"['Monday', 'Spithead', 'all', '70,000 officers']",[],[],"['Monday, July 20']",['the King of the']
445,"['Thursday', 'the basis']",['Settlement days'],[],"['days fall', 'Thursday', 'the preceding Monday']",[]
446,"['May', 'even-numbered years', 'sixty days']",[],[],"['Monday', 'May', 'sixty days']",[]
447,"['Adeline', 'Cincinnati', 'Cincinnati', 'me']",['she'],[],['Monday'],[]
448,['unusual interest'],"['she', 'Brutus']",['Monday morning'],[],['Brutus']
449,"['him', 'the sharp-tongued woman']",['she'],['evening'],['the prior Tuesday'],[]
450,[],['Martha'],['night'],['Tuesday'],['Martha']
451,['Tuesday'],['The fair'],[],"['Tuesday', 'Friday']",[]
452,['Tuesday'],['she'],[],"['Tuesday', 'the 22nd of January 1901']",[]
453,[],[],[],['Tuesday'],[]
454,"['Shrove', 'allusion', 'the streets']",[],[],"['Tuesday', 'Fat Tuesday']",[]
455,"['the County Court House', 'jury duty']","[""Fred O'Connor""]",[],['Tuesday'],"['Bird Song', ""Fred O'Connor""]"
456,"['the dawn raids', 'Tuesday']",[],[],['Tuesday'],[]
457,"['the Town House', 'Tuesday']",['He'],[],['Tuesday'],[]
458,[],['you'],[],['Tuesday 21st September'],[]
459,"['APU', 'Tuesday', 'Thirteen Senses']",[],[],['Tuesday'],[]
460,[],['A royal charter'],[],"['1524', 'Tuesday', 'Saturday']",[]
461,"['Camden', 'the inquisition', 'Tuesday']","['the burgesses', 'depositions']",[],"['1336', 'annual', '1577', 'Tuesday', 'Friday']","[""St Peter's Day""]"
462,['Tuesday'],[],[],['Tuesday'],[]
463,['Tuesday'],['29 trucks'],[],['Tuesday'],[]
464,[],['Frank'],[],['last Tuesday week'],['Frank']
465,[],[],[],"['68', 'Tuesday']",['Chung Mong Koo']
466,['the Tuesday'],"['Mr BOSTOCK', 'what']",[],['Tuesday'],['BOSTOCK']
467,['a return'],[],[],"['almost two weeks', 'last Tuesday']",[]
468,['Christie Reef'],['we'],[],"['Tuesday, September 13']",['Christie Reef']
469,"[""last Tuesday's Test match""]",['He'],[],"[""last Tuesday's""]",[]
470,"['charity', 'Tuesday']",['the Mayor'],[],['Tuesday 17 January'],[]
471,['that online commodity trading'],['the broker'],[],['late tuesday'],[]
472,"['Tuesday', 'the Priestfield Stadium']","['Albion', 'Gillingham']",[],"['midweek', 'Tuesday', 'yesterday']","['Gillingham', 'Southend United']"
473,[],[],[],"['Tuesday 8th February −', '01759 301547']",[]
474,['the early hours'],['The operation'],['the early hours'],['Tuesday 14 March 2006'],[]
475,[],['the cash flow'],[],['Tuesday 3rd January 2006'],[]
476,[],[],[],['next Tuesday'],[]
477,['wheat'],"['More Advice', 'The Agency', 'farmers']",[],['Tuesday 20 June 2006'],[]
478,['Morocco'],"['The shattering earthquake', 'that']",[],"['early Tuesday', 'February 25']",[]
479,[],['A deadline'],[],['Tuesday 7th February 2006'],[]
480,"['London', 'a large demonstration']",[],[],['Tuesday'],[]
481,['Tuesday 30th April'],[],[],['Tuesday 30th April 2002'],['Mathew']
482,['patch'],['Micorsoft'],[],"['0-day', 'Tuesday']",['Micorsoft']
483,"['Seymour Street', '8.20 a.m.', 'Tuesday', 'Seymour Street']","['a tall, well-dressed man']",['8.20 a.m.'],"['Tuesday', '10 March']",['Euston']
484,[],['You'],[],[],[]
485,"['Waltham Forest', 'connection']",[],[],['Tuesday'],['Dean Stanbury']
486,['mr postman'],['I'],['This morning'],"['Tuesday, June 6th']",[]
487,"['Tuesday', 'Liege Manor Farm Equestrian Center']",['The welsh qualifier'],[],"['Tuesday', '11 July']",[]
488,"['prevention', 'Tuesday']",[],[],['Tuesday October 19'],[]
489,"['Bristol', 'UK']",[],[],"['27 JUNE 1030', 'daily']",['Ray Lashley']
490,"['court', 'Tuesday morning', 'honorary sheriff Bill Wright']",['Howley'],['morning'],['Tuesday'],['Bill Wright']
491,"['all its subsequent ubiquity', 'TV screens', '6pm', 'an absolute minimum']",[],['6pm'],['Tuesday 9 September 1969'],[]
492,['the game'],['They'],[],['Tuesday'],['Luton']
493,"['Amington', 'Tuesday', 'Amington']",['The first walkabout'],['2pm and'],['Tuesday 23'],[]
494,"['Airdrie', 'May Great']",[],[],['Tuesday 23'],['Kenny Griffith']
495,"['volunteers', 'weekends']",['The Friends'],[],['Tuesday'],[]
496,"['Adel Dam', 'Adel Dam', 'Tuesday 1st']",[],[],['Tuesday 1st August'],[]
497,[],[],[],"['Tuesday, September 07, 2004']",[]
498,"['the town', 'Tuesday', 'the feasts']",['Elizabeth'],[],"['1571', 'Tuesday']","['Elizabeth', 'St George']"
499,"['1836 fairs', 'the Tuesday', 'the 6th', 'the 11th', 'the first Wednesday']",[],[],"['1836', 'Tuesday', 'the 6th of April', 'Tuesday', 'October']",[]
500,"['the fairs', 'Tuesday']",['only Corpus Christi'],[],"['Tuesday, Thursday and Saturday']",[]
501,"['Easter Monday', 'the pulpit cross']","['Easter Monday and', 'the Spital sermons']",[],['Tuesday'],[]
502,"['a Thursday', 'the close', 'the Tuesday']",['the great Epsom meeting'],[],"['spring', 'Thursday', 'Friday', 'April', 'Tuesday', 'three following days', 'Wednesday']","['Epsom', 'Horse-Racing']"
503,"['Boris', 'Boris', 'a tone', 'her', 'Tuesday']","['everybody', 'Helene', 'who']",['evening'],['Tuesday'],['Helene']
504,"['him', 'Tuesday']","['She', 'he']",[],['Tuesday'],[]
505,"['Tuesday', 'Liege Manor Farm Equestrian Center']",['The Welsh qualifier'],[],"['Tuesday', '11 July']",['Welsh']
506,"['11am', 'local time', 'Wednesday 30th November']",['The Atlantic Rowing Race'],['11am'],"['Tuesday 29th November 2005', 'Wednesday 30th November']",[]
507,[],"['Tuesday 19th April 2005 edition', 'Your Daily Vitamin Pills']",[],['Tuesday 19th April 2005'],['Vitamin Pills']
508,"['Tuesday', 'something']",['Michael Howard'],[],['Tuesday'],['Michael Howard']
509,['my Dad'],[],[],"['Tuesday, December 14th, 2004', 'Christmas']",[]
510,[],"[""The group 's steering committee""]",[],['Tuesday'],[]
511,"['U.S.', 'Iraq', 'Tuesday']",['U.S. planes'],[],['Tuesday'],[]
512,['Tuesday'],['They'],[],"['Tuesday', 'townÃ¢s']",['Whitehaven']
513,[],[],[],"['Tuesday', 'December 20, 2005']","[""Leo Hickman 's""]"
514,"['breast cancer', 'testicle cancer']",['More men'],[],"['Tuesday', '02 May, 2006']",[]
515,['You'],['We'],[],"['Tuesday 25th', 'February 7']",[]
516,['tuesday 21st september'],['you'],[],['tuesday 21st september'],[]
517,['the Saturday'],"['you', 'you']",[],"['Tuesday', 'Saturday']",[]
518,"['any girl', '2.30pm']",['Miss G'],[],[],[]
519,['first play'],[],[],['Tuesday'],[]
520,[],[],[],['Next Tuesday'],[]
521,"['Airdrie', 'May Great']",[],[],['Tuesday 23'],['Kenny Griffith']
522,[],[],[],"['Tuesday, September 07, 2004']",['Yew']
523,['Tuesday afternoons'],['Thesanitationworkers'],['afternoons'],['Tuesday'],[]
524,[],[],['afternoons'],['Tuesday'],[]
525,"['a Thursday', 'a Tuesday', 'Friday', 'Monday']",[],[],"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Monday']",[]
526,['a Tuesday evening'],[],"['evening/', 'morning']","['Tuesday', 'Wednesday']",[]
527,['Monday'],"['that', 'you']",[],"['Monday', 'Tuesday', 'those days']",[]
