,Place,Event,Time,Date,Subject
914,,,,all day,Encore Movieplex
915,,,,day,
916,,,,every Wednesday,
917,,,,Wednesday,
918,,,,,
919,,,,Saturday,
920,,,,days,
921,,,,Wednesday,
922,,,,Wednesday,
923,,,,Wednesday,Elisabeth
924,,,morning,Wednesday,
925,,,,Wednesday,Dean
926,Atlantic City,,,Wednesday,Fred
927,Atlantic City,,,Wednesday,
928,Scranton,,,early March,Jeffrey Byrne
929,,,afternoon,Wednesday,Bobby Witherspoon
930,,,,Wednesday,Jonathan Winston
931,,,afternoon,Wednesday,
932,Whitsun,,,Wednesday,Edward IV.
933,,,,Wednesday,
934,,,,Wednesday,
935,,,,Wednesday,Edward III
936,,,,1595,St Lawrence
937,,,,every week,
938,Savannah,,evening,Wednesday,
939,,,evening,,
940,,,,eighty-eighth year,Belson
941,,,five o'clock p.m.,October 1899,
942,,,Tuesday night,Wednesday,
943,,,,the 8th of September,
944,,,,September,
945,,,,Wednesday and Saturday,John
946,,,,1584,Ash
947,,,,Friday,
948,,,,the fast days,
949,,,afternoon,Saturday,
950,Caerphilly,,,"Thursday, January 5th and 6th",
951,Northumberland,,,May,Michaelmas
952,,,,each month,
953,,Every Sunday Through The Year Will Have The Same Character E,,Wednesday,
954,,,,Wednesday,
955,,The New Year Is In Such Case To Be Fixed On The Day After,,Friday,
956,,Ascension Day,Morning,Good Friday,Ash
957,Woden,,,Friday,Frigg
958,,,,Wednesday,
959,,,,Wednesday,
960,,,,Saturday,
961,,,,Saturday,James I.
962,Richmond,,,January,
963,Woden,,,Wednesday,
964,,,midnight,Michaelmas Day,
965,,,,October,
966,,,,Wednesday,
967,,,,Wednesday,Queen Mary's
968,,,,Wednesday,
969,Cape Town,,,every Wednesday,
970,,,,Tuesday 18 / Wednesday 19,
971,Kochubey,,,Wednesday,
972,,,,Wednesday,
973,,,,Wednesday,Brandon
974,,,,Wednesday,
975,Scranton,,Wednesday night,,
976,,,,the first Monday in January,
977,,,afternoon,Wednesday,
978,,,,Wednesday and Saturday,
979,,,morning,the seasons,the Blessed Virgin
980,,,,drafty quarters,Rowan
981,,,,Wednesday,
982,,,,Thursday,Byrne
983,the Feast of St Mark,,,the same day,Charles II
984,Concord,,,the first Wednesday in January,
985,,,morning,Wednesday,Dean
986,,,,Thursday,
987,,,,Thursday,
988,,,night,Thursday,Ethel Rosewater
989,Casper,,morning,Thursday,Carmen
990,,,,Thursday,
991,,,,,
992,,,,Thursday,Savelich
993,,,,Thursday,Martha
994,,,,Thursday,Ed
995,,,,1733,
996,,,,Thursday,
997,,,,Thursday of the third week,
998,Boston,,,last Thursday,Anagnos
999,,,,Thursday,Henry III
1000,,,,Thursday,
1001,,,,Thursday,Ethel Rosewater
1002,,,,Saturday,
1003,,,,Thursday 6th July 2006,
1004,,,,November - Harvest Festival - Franklin,
1005,,,,Thursday to Sunday,
1006,,,,Thursday,
1007,,,,Thursday,Byrne
1008,,,,Thursday,
1009,,,,Thursday,Dean
1010,,,,last Thursday,
1011,Easter,,,Fridays,Lent
1012,,,,Thursday,Dad
1013,,,morning,Thursday,Brizzley Bear
1014,,,night,Thursday,
1015,,,,the year,
1016,,,9am to 9pm,Saturday,
1017,,,evening,Thursday,
1018,,,,Thursday,
1019,,,,"Thursday, October 26",
1020,,,night,Thursday,Eric Dane
1021,,,nights,Thursday,
1022,,,,Thursday,
1023,,,,Saturday,
1024,,,,Thursday last week,
1025,,,,Thursday,
1026,,,,Thursday,
1027,,,,"Thursday, Friday and Saturday",
1028,,,,Thursday,
1029,,,afternoon,Thursday,
1030,,,,two more years,Roosevelt
1031,,,,Thursday,Fred O'Connor's
1032,,,,Thursday,Ethel
1033,,,,Thursday,
1034,,,night,Thursday,
1035,,,later in the afternoon,Thursday,Dean
1036,,,,Thursday,
1037,,,evening,Thursday,Ethel Rosewater's
1038,,,,Thursday,
1039,,,night,Thursday,Dean
1040,,,,Thursday,
1041,,,night,Thursday,Cynthia Byrne
1042,,,,Thursday,Wanna
1043,,,,January,
1044,,,,Thursday,Maundy
1045,,,the evening,Thursday,Maundy
1046,Lent,,,the third Sunday,Maundy
1047,,,,Thursday,David Waterhouse
1048,,,,the preceding Monday,
1049,,,,Thursday,Pharisees
1050,,,,annual,Queen Mary
1051,,,,the beginning of August,
1052,,,the evening of that day,Thursday,
1053,,,,the 21st or 22nd of April,
1054,,,,the fast days,
1055,,,,Thursday,
1056,Caerphilly,,,"Thursday, January 5th and 6th",
1057,,,,1272,
1058,,,,Thursday,
1059,,,,Thursday,
1060,,,,each week,Farnham
1061,,,,Thursday,John
1062,Midsummer,,,1554,
1063,,,,twelve following days,Hugh Camin
1064,,,,Thursday,
1065,Woden,,,Friday,Frigg
1066,,,the evening,Thursday,Maundy
1067,,,afternoons,Thursday,
1068,Island,,,Thursday,
1069,,,,Thursday,
1070,Corfe,,,each Thursday,St Luke
1071,Middle English,,,the day,Maundy
1072,,,,Thursday,Maundy
1073,Pontificale,,,Thursday,Maundy
1074,Marcajewe,,,Thursday,Carew
1075,Canterbury,Warin Fitz Gerald,,which day,John
1076,,,,Thursday,
1077,Washington,,,February 22nd,
1078,,,,"Tuesday, Thursday and Saturday",John Lowther
1079,,,,Thursday,
1080,,,,the 14th of May and the 17th of December,earl
1081,,,,August,John
1082,Girona,,,November,
1083,,,,the 18th century,
1084,,,,Thursday,
1085,,,,1453,Philip
1086,Milan,,,Holy Week,
1087,,,,"Monday, Thursday, Monday",
1088,Easter,,,Thursday,Hippo
1089,,,,"the vigil, day",St Peter
1090,,,,three days',Vincula
1091,Venus,,,Friday,
1092,,Ascension,,the day,St Leonard's
1093,,,,August,
1094,,,night,Thursday,Betsy
1095,,,evening,Thursday,
1096,,,,Marchâ€”about two months ear­lier,Byrne
1097,,,nights,Thursday,Byrne
1098,,,later in the afternoon,Thursday,Dean
1099,,,the night,Thursday,
1100,,,,Friday,Baillie Gifford
1101,,,,weeks,
1102,,,,Thursday,
1103,,,,"Thursday January 19, 2006",
1104,,,,Thursday,
1105,,,,1940,
1106,Brest,,,last Thursday,Brittany
1107,,,,next Thursday,Charlton
1108,,,,February,
1109,,,,February 19 2004,
1110,,,,Thursday August,
1111,,,,Thursday,Nathaniel Stenton
1112,Europe,,,this Thursday,
1113,,,,a week or so ago,
1114,Bedford,,early morning,Thursday,Goldington
1115,,,,30th January,
1116,,,night,Thursday,
1117,,,morning,Thursday,
1118,,,,200lbs,Terry Jones
1119,,,,next Thursday 6th April,Geoff Thomas
1120,,,,Thursday 2 May 1974,
1121,Branxton Hill,,,Thursday,
1122,London,,,Thursday 12 October 2006,
1123,,,,Thursday,
1124,,,morning,today,
1125,,,,Thursday,
1126,,,,Thursday 4 th May,
1127,,,,Thursday,
1128,,,,Thursday,
1129,,,night,Thursday,
1130,,,morning,Thursday,
1131,,,,Thursday 21st July,Banned
1132,,,,last Thursday,Ricky Bishop
1133,,,the morning of,Thursday 21st July,
1134,,,,Thursday 20th July,Devon
1135,,,midnight,,
1136,Germany,,dawn,Thursday,
1137,,,night,Thursday,
1138,Portugal,,night,Thursday,England
1139,,,,"Thursday, July 17, 2003",Emma Gunby
1140,,,,Thursday,
1141,,,,Thursday,
1142,,,,Thursday,
1143,,,,06 September 2001,Kerry Katona
1144,,,about ten o'clock,Thursday,
1145,,,,Thursday,Councilor Janice Annal
1146,,,,Thursday,Terry Sanderson
1147,,,,today,
1148,,,,the 27 March,
1149,,,,6.30pm,
1150,Kenton,,,February,Jo Saunders
1151,,,,Thursday,
1152,Dublin,,,Thursday 2 July 1970,Neil Blaney
1153,,,,15 June,
1154,,,,Thursday,
1155,,,,August 2001,
1156,Baghdad,,,Thursday,
1157,,,,Thursday 17th July,
1158,,,,Thursday,
1159,,,midnight,Thursday,
1160,,,,Thursday 9 March 2006,
1161,,,2pm,Thursday 27th July,
1162,Iraq,,,Thursday,
1163,,,,Thursday,
1164,,,,Thursday 4 October,
1165,,,midday,Thursday 13th July,
1166,,,,Thursday 29 June,
1167,,,,December,Anthony Horowitz
1168,,,,Thursday 31st,
1169,,,this morning,Thursday 11th February,
1170,,,,"Thursday, July 13, 2006",
1171,,,,Thursday 19 January,the Karina Masiel
1172,,,,thursday,
1173,the Grand Canyon,,,Day 6,
1174,,,,1843,Andy B
1175,Birmingham,,,next Thursday,
1176,,,,weekly,
1177,,,morning,Thursday,
1178,Al-Anbar,,,Thursday,
1179,Richmond,March Report,,Thursday 14th,
1180,,,afternoon,Thursday,
1181,,,afternoon,Thursday,
1182,,,,"Thursday, October 21, 1999",Basil
1183,,,morning,Thursday,
1184,Desert Island Disks,,7.30 pm,Thursday 16 November,
1185,,,,Thursday 29 November 1990,
1186,,,,weekly,
1187,,,,about Thursday,
1188,,,,Thursday 20 April 2006 Classification,
1189,,,,Thursday,Matinee
1190,,,evening,annual,
1191,,,,Thursday 17th August,
1192,,,,Thursday,
1193,,,morning,Thursday,
1194,,,,Thursday 18th,
1195,,,,Thursday,
1196,,,,Thursday 9th December,
1197,,,midnight,Thursday,
1198,Stupid,,,Thursday 7th August 2003,
1199,,,,Thursday,
1200,,,morning,Thursday,
1201,,,,"Thursday, August 12th",
1202,,,,Thursday,
1203,,,,Saturdays - 12,
1204,,,,last Thursday,
1205,,,,"Thursday, 27th November",
1206,,,,Thursday,
1207,,,afternoon,Thursday,
1208,,,,Thursday,
1209,,,,the fourth Thursday of November,
1210,,,,"Thursday, August 14",Yat-Sen Chang
1211,,,,19 February,
1212,,,10pm,Thursday,
1213,,,,Thursday,
1214,,,,Day 4 - Thursday,
1215,,,,Thursday,St Andrew
1216,,,,"Tuesday, Thursday and Saturday",
1217,,,evening,1904,St Petersburg
1218,,,,Wednesday,Horse-Racing
1219,,,,next Thursday,
1220,,,,Thursday,Wilson
1221,,,,Thursday,
1222,,,,Thursday,Anagnos
1223,Arkharovs,,,Thursday,
1224,,,,Thursday 4th April,
1225,,,,"Thursday, October 21, 1999",Basil
1226,,,morning,Thursday,
1227,London,,,7 July 2005,
1228,,,,May 2005,
1229,,,,Thursday,
1230,,,,Thursday 29 November 1990,
1231,,,,February 5 2004,
1232,,,,weekly,
1233,Japan,,morning,Thursday,Yokohama Marinos
1234,,,,Thursday 2nd March 2006,
1235,,,,Thursday 20 April 2006 Classification,
1236,,,,Thursday,Showboat
1237,,,,Thursday 17th August,
1238,,,,Thursday 15 June,Lesley Garrett
1239,,,,Thursday,
1240,,,,Thursday 27th March,Ben Martin
1241,,,,Thursday,
1242,,,,Thursday,Together
1243,,,,Thursday,
1244,,,,Thursday,
1245,,,,Saturdays - 12,
1246,,,8.00 pm,Thursday 15th September,
1247,,,,last Thursday,
1248,,,,Thursday,
1249,,,,Next Thursday,
1250,,,night,Thursday,Betsy
1251,,,the next morning,Thursday,
1252,,,,Thursday,
1253,,,tomorrow night,,Sarah
1254,,,,about two months ear­lier,Byrne
1255,,,,Thursday,
1256,,,,Thursday,
1257,,,,Thursday,
1258,,,morning,Thursday,Dean
1259,,,,Thursday,
1260,,,,the day,
1261,Whitsun,,,Whitsunday,Maundy
1262,Stephen,,,Friday,Henry III
1263,,,morning,some months in the year,St James's
1264,,,,Halloween,Burns
1265,Merton,,,4th May,
1266,,,morning,Thursday,
1267,Worcestershire,,night,Thursday,Darren Bridgeman
1268,,,,Thursday 17 April 2003,
1269,Brewster,,afternoon,Friday,
1270,,,afternoon,Thursday,
1271,,,,Thursday,
1272,,,,"Thursday, August 14",Yat-Sen Chang
1273,Foxearth,,evening,Thursday,
1274,,,,Monday,
1275,,,10 a.m.-9 p.m.,Saturday,
1276,,,1 p.m.-6 p.m.,Sundays,Burlington Outlet Village
1277,,,between 9am and 2pm PST,,
1278,,,4pm to 7pm,Sunday through Thursday,
1279,Mt. Baker,,,Thursday,
1280,,,evening,Saturday,
1281,,,,Thursday,
1282,,,nights,Thursday,McDreamy
1283,,,,"Thursday, February 8",Anna Nicole Smith's
1284,,,,Thursday,Rob Lowe
1285,,,,Thursday,
1286,,,,Thursday of October,
1287,,,,Thursday,
1288,,,night,Thursday,
1289,,,,5-8pm,
1290,,,8 p.m.,Thursday,
1291,,,night,2006,
1292,,,,Thursday,
1293,,,,the year,
1294,,Thanksgiving,,"the fourth Thursday of November,",
1295,,,two hours,Thursday,
1296,,,,Thursday,
1297,,,,Thursday,
1298,,,,December,
1299,,,,Saturday,
1300,,,,May,Serpari
1301,,,,Thursday,
1302,,,,Thursday,Dean
1303,,,night,Friday,
1304,,,,Friday,
1305,,,,just two days,Dean
1306,Drubetskoy,,,Friday,
1307,,,night,Friday,Cynthia
1308,,,Friday night,,
1309,,,,Friday,
1310,,,,three weeks,
1311,,,,Friday,
1312,,,,Friday,Brandon
1313,,,,Friday,
1314,,,,a week day,
1315,Norfolk,,,Friday,
1316,Norfolk,,,Friday,
1317,,,,Friday,Byrne
1318,,,,spring day,Dean
1319,Brewster,,afternoon,Friday,
1320,,,,next Friday,
1321,,,,next Friday,
1322,,,night,,
1323,,,night,Friday,
1324,,,nearly six hours,Friday,
1325,,,Friday night hour,,
1326,,,morning,Monday,
1327,New Hampshire,,,three weeks,Keene
1328,,,morning,most days,Cynthia
1329,,,night,Friday,Cynthia
1330,,,,Friday,
1331,,,,Friday and Saturday,
1332,,,,Friday,
1333,,,,Friday,
1334,,,evening,Late Friday,
1335,,,Friday morning,,
1336,,,night,Friday,Dean
1337,,,,the second day in a row,Ethel Rosewater
1338,,,few hours,Friday,
1339,,,the evening,Friday,Alex
1340,,,,Tuesday,
1341,,,,Friday,
1342,,,,Friday,
1343,,,night,Friday,
1344,,,,Every Friday,
1345,Manhattan,,Friday noon,August,
1346,,,,Friday,
1347,,,,Friday,
1348,Boston,,,Friday,
1349,,,,Friday,
1350,,,,Friday,
1351,,,,Friday,
1352,,,,Friday,
1353,,,,Friday,
1354,,,,next Friday,
1355,,,,Friday,
1356,,,,all Friday,
1357,,,,Friday,
1358,,,,a little early Friday,
1359,,,,Friday,
1360,,,,Friday,
1361,,,,Friday,Joe
1362,,,,Friday,
1363,,,,Friday,Alex
1364,,,afternoon,Friday,
1365,Tertullian,,,Friday,
1366,Cornwall,,,Friday,St Barnabas
1367,,,,Tuesday,
1368,Easter,,the morning,Good Friday,Easter
1369,,,,Friday,
1370,,,,every Friday,
1371,,,,Friday,
1372,,,,the day of the month,
1373,,,,Good Friday,
1374,,,,Whit week,
1375,,,,the 11th of November,David Waterhouse
1376,,the Five Hours of Prayer,,Friday,
1377,,,,every week,
1378,,,,Thursday,Pharisees
1379,,,,October,
1380,,,,Good Friday,Nagypentek
1381,,,,Friday,
1382,,,,Friday,
1383,,,,Friday,Cheapside
1384,,,Friday morning,Monday,
1385,Stephen,,,Friday,Henry III
1386,,,,Friday,
1387,Lucerne,,,Friday,Tiber
1388,,,,1733,
1389,,,,Friday,Churchstow
1390,A.D.,,,July 16,
1391,,,,Friday,
1392,,,,Friday,
1393,,,,Friday,
1394,Clapham,,,1754,Surrey
1395,,,evening,the 18th of January,
1396,,,afternoon,Saturday,
1397,,,,Good Friday,
1398,A.D.,,,some year,
1399,,,,monthly,
1400,,,,1592,
1401,,,evening,Friday,
1402,Bolivia,,,Friday,
1403,,,,Friday,
1404,the Harlem River,,evening,Friday,
1405,Longfellow,,morning,Friday,
1406,Moscow,,,Wednesday,
1407,,,,the fast days,
1408,Nisan,,,Friday,Nisan
1409,A.D.,,,the three years,Nisan
1410,,The New Year Is In Such Case To Be Fixed On The Day After,,Friday,
1411,,The Required Day,,Friday,
1412,,,,Friday,
1413,Queensland,,,,
1414,,,,thirty days,St Augustine
1415,,Ascension Day,Morning,Good Friday,Ash
1416,,,four or five hours,every Friday,
1417,Woden,,,Friday,Frigg
1418,,,evening,Friday,Tyndall
1419,,,,three days',Henry I.
1420,,,,Friday,
1421,,,,Friday,Mahmud
1422,,,,the day,
1423,,,evening,Good Friday,Judas
1424,,,,Good Friday,
1425,,,,Friday of each week,
1426,Rome,,,April 4,
1427,,,,Friday,Henry I.
1428,Camden,,,Friday,St Peter's Day
1429,,,,Friday,
1430,,,,Friday,&c.
1431,Breslau,,,"the eve, day",Gurk
1432,,,,Good Friday,
1433,Ireland,,,Good Friday,
1434,the United Kingdom,,,the preceding business day,
1435,,,,the second day,
1436,,,,Friday,Amr
1437,Scotland,,,9th of September 1513,
1438,,,,Saturday,
1439,,,,Friday,
1440,,,,Friday,
1441,,,,the present day,
1442,Balundsas,,,April 6th,Upsala
1443,,,,Wednesday,
1444,,,,Friday,Ibn Batuta
1445,,,,Friday,
1446,,,,Friday,Dr Hagen
1447,Bedford,,,Tuesday,earl
1448,,,,September,
1449,England,,,Friday,Langobardic Frea
1450,,,,Friday,Calvin
1451,Tolka,,,Good Friday 1014,
1452,Venus,,,Friday,
1453,,,,Lady Day,St Nicholas
1454,,,,the day,Queen Mary
1455,D.C.,,morning,Friday,Howie
1456,,,,Friday,
1457,,,,the entire weekend,Howie
1458,,,night,Friday,
1459,,,,two days,Dean
1460,,,night,Friday,
1461,,,night,Friday,
1462,,,,Friday,
1463,,,,Friday,
1464,,,,Friday,
1465,,,night,Friday,
1466,,,,Saturday 28th July,
1467,,,afternoon,Friday,
1468,,,,Friday,Baillie Gifford
1469,,,,April,
1470,,,,Friday,
1471,,,,Friday 24th March,
1472,Afro,,80s night,70s,
1473,,,afternoon,Saturday,
1474,,,4pm,Friday,
1475,,,,1940,
1476,,,,three years,
1477,,,,4th June,
1478,,,,Friday 7th,
1479,,,night,Friday,
1480,,,evening,next Friday,
1481,Denver,,,Friday the 28th,Breeze
1482,,,Friday This morning,,
1483,,,,Monday - Friday,
1484,,,,Friday,
1485,,,,Friday,
1486,,,,May 2006,
1487,,,,Friday the 29th July 2005,
1488,,,,friday,quot bob
1489,,,,Friday,Ill
1490,,,,Friday nights,
1491,,,,Friday,
1492,,,night,Friday,
1493,,,mid morning,Friday 11th July 2003,Neil
1494,,,evening,Friday,
1495,,,,Friday,
1496,,,night,Friday,Ron Broom
1497,,,,Friday,
1498,,,,Friday,Blood Orange
1499,,,,Friday 9th July,
1500,,,,Friday,
1501,,,,Friday,Broken Dolls
1502,,,,May,
1503,,,8pm to,every Friday,
1504,,,,Friday,Bike
1505,the Left Bank,,evening,Friday,
1506,,,,the weekend,
1507,,,afternoon,Friday,
1508,,,morning,Friday,
1509,,,,"Friday November 18, 2005",John Harris
1510,Zimbabwe,,,14,
1511,,,,"Friday, July 28",Lazio
1512,,,,Monday to Friday,
1513,,,,Friday,Jesus
1514,,,morning,Sunday,
1515,,,,the 9th day of August 1504,
1516,,,,this Friday,Jennie
1517,,,,Friday,
1518,,,30 minute,Friday,
1519,,,,Friday 25th August,Booster Atlas
1520,,,,Friday the 22nd of June,Jesus
1521,,,,Friday,
1522,,,,Friday 3 May 2002,
1523,,,,Friday,
1524,,,,Friday,
1525,,,,Friday 24th March 2006,
1526,,,,Friday,
1527,,,afternoon,Saturday,St Mary-le-Bow
1528,,,,Friday,
1529,,,,Friday,
1530,,,,Friday,
1531,,,Friday night,,
1532,,,,Friday 5th December,
1533,,,,Friday 3 December 1999,
1534,,,,Friday,
1535,,,,Friday,
1536,,,,Friday,Mozilla
1537,,,,Friday,
1538,,,every half-hour,Monday to Friday,
1539,,,evening,Friday,Lenny
1540,,,,Last Friday,Charlie
1541,,,,Friday,
1542,,,7.00 pm,Monday - Friday,
1543,,,,next Friday's,
1544,,,,1946,
1545,,,,Friday,Matthew Hoggard
1546,,,,April 2006,
1547,Lollies,,,"Friday, 2nd November, 2001",Valerie
1548,,,,Friday,
1549,Iraq,,,Friday 15th February,Hans Blix
1550,,,,Friday 5 December 1975 End,
1551,,,,,
1552,,,,Friday 13th December 2002,
1553,,,,july,
1554,,,,Friday 19th March,
1555,Elisabet Sahtouris,,morning,Friday,
1556,,,,Friday,
1557,UK,,,end-November 1999,
1558,,,,Good Friday,
1559,,CCSS,,9 July 2004,
1560,,,,"Friday, September 19, 2003",Avast
1561,,,Friday night's,Saturday,
1562,,,,Friday 14th January 2005,
1563,,,,22 November 2002,
1564,,,,every Friday,
1565,,,,"Friday, March 22",Peter Ricketts
1566,,,midday,every Friday,
1567,,,6pm to midnight,31 December,
1568,,,about half past midnight,68 year old,
1569,,,,Friday,
1570,,,,Friday,
1571,,,,Friday,
1572,,,,2001,Miller
1573,,,,Friday 21st November 2003,
1574,,,night,Friday,
1575,France,,the morning,Friday 12 December last year,
1576,,,night,Friday,
1577,,,,Friday 7th April 2006,
1578,,,,Friday,
1579,,,morning,Friday,
1580,,,,Friday,
1581,London,,,Friday 18th February,
1582,,,,last Friday,
1583,,,,1881,
1584,,,,Friday,Nelson
1585,Italy,,,Friday,
1586,,,,Friday,
1587,Europe,,,Friday,
1588,,,evening,Friday,
1589,,,night,Friday,
1590,,,,,
1591,,,night,Friday,
1592,,,,friday,
1593,,,6.00 p.m.,the first Friday of each month,
1594,Flint,,night,Friday,
1595,,,,Friday,
1596,,,,Friday,
1597,,,,Good Friday,Stu
1598,,,,Friday,
1599,,,morning,27th -28th November,
1600,,,,Friday 5th May 2006,
1601,,,night,Friday,BBC1
1602,,,night,Friday,
1603,,,evening,Friday,
1604,,,,saturday,
1605,,,mornings,Friday,
1606,,,,August 2005,
1607,,,,Friday,
1608,,,,Friday,
1609,,,,Friday,
1610,,,evening,Friday,Steve A
1611,Greece,,,last Friday,David Prutton
1612,,,,Friday 30 September 2005,
1613,,,,Friday,Bill
1614,,,evening,Friday,
1615,,,,Friday,Jack
1616,,,,Friday 24th Feb 2006,
1617,,,,45-year-old,
1618,,,,last Friday,
1619,Middle East,,,Friday,
1620,,,,the coming Friday,
1621,,,,Friday,Blair
1622,,,,last friday,
1623,,,,Friday 17th May,
1624,Jetstream,,,Sunday,
1625,Lincolnshire,,,Friday 1 April,
1626,,,,"Friday, July 29, 2005",Spy Mystery Bob
1627,,,,last Friday,
1628,,,night,Friday,
1629,,,,last Friday's,
1630,,,,Friday,Jesus
1631,,,,Friday 9.30am,
1632,,,,Friday,
1633,,,,Good Friday,
1634,,,,"Friday, July 21st, 2006",
1635,,,1pm to 4pm,Friday 18th August,
1636,Halabja,,,17 th March 1988,Halabja
1637,,,,Friday,
1638,,,,Friday,
1639,,,,Friday 24th February 2006,
1640,,,,Friday,
1641,,,,Friday the 19th,
1642,,,,next Friday's,
1643,,,,Friday,Sacred Heart
1644,Epiphany,,,Friday,St Michael
1645,,,,Monday,
1646,,,,Wednesday,Horse-Racing
1647,,,,Friday,
1648,Platon,,,Friday,
1649,,,,Friday,Petersburg
1650,Europe,,,Friday,
1651,,,,Friday,
1652,,,9 am,August 4,
1653,,,,Friday,
1654,Redwing,,morning,Friday,
1655,,,,Friday,
1656,,,,Friday 9 June,
1657,,,,next week,
1658,,,night,Friday,
1659,,,,Friday,
1660,,,,Friday 10/06/2005,Scouting
1661,,,,Good Friday,Stu
1662,,,morning,27th -28th November,
1663,,,,Friday 8th December 2000,
1664,,,,Friday 5th May 2006,
1665,,,,Friday,
1666,,,,Friday,
1667,,,night,Friday,
1668,,,,Friday 21 April 2006,
1669,,,,Friday,
1670,,,mornings,Friday,
1671,New Baghdad,,morning,early Friday,
1672,,,,August 2005,
1673,,,,Friday 19th November 2004,
1674,,,,Friday,
1675,,,,all week,
1676,,,evening,Friday,
1677,,,,Friday,Jack
1678,,,,Friday,
1679,,,three hour,the Friday of 1st week,
1680,,,mid-afternoon,Friday March 12th 2004,Taxi Media
1681,Derby,,,Friday,Pat
1682,,,,Friday,Blair
1683,,,,Friday 9th,
1684,,,,last friday,
1685,,,,Friday 17th May,
1686,Lincolnshire,,,Friday 1 April,
1687,,,,Friday,
1688,,,,September Friday 1st,
1689,,,,Good Friday,
1690,,,,last Friday 's,
1691,Europe,,,02,Mandelson
1692,,,,Friday 12 May,John Archer
1693,,,,Friday 9.30am,
1694,Hayling Bay,,,Friday,
1695,,,,friday,
1696,,,,"Friday, July 21st, 2006",
1697,,,,Friday,
1698,,,,Friday,
1699,,,afternoon,Friday,
1700,,,,Good Friday,
1701,,,,"August 26, 2005",
1702,UK,,,Friday,
1703,,,,Friday 15th July,Orkney
1704,,,,Friday,
1705,Gateshead,,A little after midnight,Friday 6 October 1854,
1706,,,,Monday,
1707,,,,the year,
1708,,,,at least Friday and Saturday,
1709,,,,Friday,
1710,,,,Friday,
1711,,,10 a.m.-7 p.m.,Sunday,
1712,,their Labor Day Sale,10 a.m.-9 p.m.,Monday,
1713,,,1 p.m.-6 p.m.,Sundays,Burlington Outlet Village
1714,,,9am to 9pm,Saturday,
1715,,,five p.m. Central time,Friday,Diamond
1716,,,,Friday,
1717,,,8 a.m. to 5 p.m.,the weekend,
1718,,,3 p.m. EST,Friday,
1719,,,4pm to 7pm,Sunday through Thursday,
1720,,,,Saturday,
1721,,,,the winter season,
1722,,,,Friday,
1723,,,night,Friday,
1724,,,night,Friday,
1725,,Wrap With Us,9 am to 5 pm EST,Friday,
1726,,,evening,Saturday,
1727,,,,Saturday,
